Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1000,Omar,Williams,student0@university.com,Female,0.47829015703664335,Engineering,-1.7026236172976177,-0.8887578334460992,-0.6857790862094367,0.6903811888433934,-0.05865944723477255,-0.34258699599223685,0.7610013258904134,-1.3217906203930783,F,-1.5750714422288388,No,Yes,High School,Medium,-0.16803762579366976,-1.2313841787755209
S1001,Maria,Brown,student1@university.com,Male,-1.5321770856562686,Engineering,1.602441779955223,1.563093056281573,-1.383115390374391,0.0007443094736329017,1.3327931030488722,1.1557622285178615,-1.3364926567088937,-1.7003022360624223,A,0.18434567784498546,No,Yes,PhD,Medium,-0.5175335197072921,1.7297664966384505
S1002,Ahmed,Jones,student2@university.com,Male,1.4835237783830995,Business,-1.3425786985217414,-0.19038703499760135,1.394626892771866,-0.5203309521968239,0.7439425193312151,0.024214430793145045,-0.0786896535898379,-0.3348823527487898,D,0.41801826410479015,No,Yes,Master's,Low,0.18145826811995264,-0.19842464084041456
S1003,Omar,Williams,student3@university.com,Female,1.4835237783830995,Mathematics,1.4466672436685182,-1.3094071330107522,0.6375354810120774,-0.6405227143824145,1.2824580999910402,0.539812662783918,1.1922876918992624,-0.9370283541897455,A,0.9815815603784371,Yes,Yes,High School,High,-0.8670294136209146,0.14589520513795423
S1004,John,Smith,student4@university.com,Female,0.9809069677098714,CS,-1.5637491486269224,-1.3791280113916335,0.5365899594441059,1.6160043329921792,0.6060384013645506,0.3425703861163068,-0.4510381721537482,-0.6244958274902879,F,-0.3104903871757776,Yes,Yes,High School,High,-1.216525307534537,0.4213510819206489
S1005,Liam,Brown,student5@university.com,Male,-0.02432665363658468,Engineering,0.01934631566415009,0.4952016024144016,-1.5148086857532963,-0.24916661068055218,-1.565951456610416,0.48444640968423763,-0.5293908399334906,-0.9057751015198,B,-1.2589261784655734,Yes,Yes,PhD,High,-1.5660212014481594,-1.0247922711884998
S1006,Ahmed,Jones,student6@university.com,Male,1.4835237783830995,Business,-1.312452491032331,-0.23628661326501466,1.1271792752843077,0.712367486804172,1.6196336684195352,-0.9273930443576103,1.2983758173001532,0.5617387405156554,F,0.5004909416082508,No,Yes,PhD,Low,-0.16803762579366976,-0.06069670244906692
S1007,Ahmed,Smith,student7@university.com,Male,-1.0295602749830408,Engineering,-1.7305454681414612,-1.4325806848169762,0.2505776483348523,0.3899017833794173,1.4472535209612045,-0.43255715727921745,1.2699469732384758,0.4728405995878105,F,1.325217716642856,Yes,No,PhD,Medium,-0.5175335197072921,-1.5068400555582162
S1008,Omar,Smith,student8@university.com,Female,-0.02432665363658468,CS,0.772134110125141,0.8188226795656611,1.2316056769063481,-1.3008445298044706,-1.281179453009254,-1.5468030009102838,1.3233377291591861,1.423633997480162,A,-1.3276534097184571,No,No,Bachelor's,Low,1.2299459498608198,1.5920385582471035
S1009,Sara,Smith,student9@university.com,Female,0.47829015703664335,Engineering,-0.8414549544296026,1.0244992707892615,1.6725171504216267,1.625531728775184,-1.3294458942975862,0.3114268687477367,0.25482922430446425,0.6853627177434412,A,-1.1077262697092292,No,Yes,PhD,Medium,1.5794418437744422,-0.06069670244906692
S1010,John,Smith,student10@university.com,Female,0.9809069677098714,CS,0.753764471412086,0.7665320207799996,1.6121818961511152,-0.5503788927432213,0.14061200322705775,-0.13496354686843584,1.5736502341900456,-1.1717750075773388,A,-0.6128902046884662,No,Yes,High School,Low,-1.5660212014481594,-1.6445679939495639
S1011,Omar,Williams,student11@university.com,Female,-0.5269434643098126,Engineering,0.16814038923989535,-1.056668948880056,1.2606130106902482,-1.653358173775623,0.8921894461453789,0.9100744803880302,1.1111614783574049,0.8652425497771296,C,0.5004909416082508,No,Yes,Master's,Low,1.2299459498608198,0.35248711272497535
S1012,John,Davis,student12@university.com,Male,-0.02432665363658468,Engineering,-1.4711661695131257,0.6427774616539348,-1.681310781672882,-0.7167418806464481,-0.3999721392022675,-1.0104424240071306,-0.28739897218897587,-1.115519152771436,F,0.060636661589794874,No,Yes,Master's,High,0.8804500559471974,-1.3691121171668685
S1013,John,Williams,student13@university.com,Male,-1.5321770856562686,Business,1.5539459337527584,-1.7248273666968386,1.3632989722852535,-0.5877555992765455,-1.247392944107421,-0.21109214488049619,0.4545245191767295,0.1950339091882921,A,0.7066726353669021,No,Yes,PhD,Medium,1.5794418437744422,0.9722628354860394
S1014,Liam,Williams,student14@university.com,Male,-1.0295602749830408,Engineering,-0.20880459715199123,-0.6981874325383559,-1.4585344582125306,-1.477467790089393,0.04270007947072581,-1.0969521944753813,-1.3059836533256306,-1.4773623670168088,B,-1.6300532272311457,No,Yes,PhD,Low,-0.5175335197072921,1.5920385582471035
S1015,Ahmed,Jones,student15@university.com,Male,-1.5321770856562686,CS,0.8272430262643057,-0.37166131878789355,1.2432086104199076,0.454394924064368,-0.5537352307350987,0.4013970300347171,0.18341042093000842,-1.580150842464631,A,1.050308791631321,No,Yes,PhD,High,-1.216525307534537,1.4543106198557552
S1016,Maria,Jones,student16@university.com,Female,-0.02432665363658468,CS,-0.03025170886109798,1.1494158445550082,-0.7443739004529144,-0.5467145097497583,-0.5047792688569323,1.2111284816175418,-0.8157594398718429,-0.13277798548314046,F,1.6551084266566978,No,Yes,PhD,Low,-0.8670294136209146,-0.26728861003608867
S1017,Liam,Davis,student17@university.com,Female,0.9809069677098714,Business,0.34963241972487785,-0.40129269209976814,0.4037363707138439,0.4881072476042283,0.5060579158387186,0.9239160436629503,-0.7450340229379151,-1.3801300253769775,F,-1.5750714422288388,No,No,PhD,Medium,1.5794418437744422,0.7656709278990177
S1018,Liam,Jones,student18@university.com,Male,-0.5269434643098126,CS,-0.7584241874465947,-1.7225033374174759,-1.587327020213046,-1.7926047275272219,1.3355511854082058,1.5433260002156235,-1.292115924515057,-0.6800571655701912,B,-0.03558146216424278,No,Yes,PhD,Medium,1.2299459498608198,-1.1625202095798475
S1019,John,Johnson,student19@university.com,Male,-0.5269434643098126,Engineering,-1.1346343882899592,-0.5337623610234434,0.9647382060944685,1.78090156769802,0.20818502103072364,1.6402169431400644,-0.486400880620712,-0.5682399726843852,D,0.8028907591209393,Yes,Yes,PhD,Low,1.5794418437744422,-1.4379760863625421
S1020,Emma,Davis,student20@university.com,Male,-1.5321770856562686,CS,0.12258368523151882,-0.022475919563644618,-1.3309021895633708,0.0007443094736329017,0.652925801473216,0.9481387793940602,-0.059274833255035304,0.9270545383910225,D,-0.10430869341712654,No,Yes,High School,Medium,-1.216525307534537,1.1099907738773864
S1021,Ahmed,Jones,student21@university.com,Male,0.47829015703664335,Business,-0.2536265156118452,1.546243844006193,-0.2901190533970418,0.5987716140068151,0.5577719600762178,-0.7301507676899991,0.35329009885953927,-0.589769991190348,C,0.29430924784959955,No,Yes,PhD,Low,0.8804500559471974,0.6968069587033442
S1022,Sara,Davis,student22@university.com,Male,0.47829015703664335,Engineering,-0.4373229027423944,1.51835549265384,1.126018981932952,0.8054428148381361,0.18267275920689038,-0.9654573433636404,-0.6715350602418741,-0.027905959857321912,C,1.4214358403968932,Yes,Yes,PhD,Low,1.5794418437744422,1.3854466506600818
S1023,Liam,Williams,student23@university.com,Female,0.9809069677098714,CS,0.6001942917709467,-1.1316188931395037,0.7007714686609794,-1.1887144102044986,-0.6461309897727632,-0.17302784587446585,1.0182476953265593,0.938166806007003,D,0.11561844659210169,No,Yes,Master's,Low,-1.5660212014481594,1.4543106198557552
S1024,Maria,Williams,student24@university.com,Female,-0.5269434643098126,CS,0.6663249911379449,-1.1165127028236461,-1.698715181943222,-1.4078445132135935,-0.41514159217860047,1.7163455411521245,0.07801568196964685,-1.0335661791035782,A,-0.9290354684517313,Yes,Yes,High School,Low,-0.5175335197072921,-0.5427444868187834
S1025,Emma,Davis,student25@university.com,Male,-1.5321770856562686,Business,-1.7018888317490954,-1.1926246617227754,-0.31680580047822937,-1.2583376870802978,-0.6288929750269301,-0.29414152453001674,0.48364674967893484,1.049983998892809,C,0.8028907591209393,No,Yes,High School,High,-0.8670294136209146,-0.6116084560144575
S1026,Emma,Johnson,student26@university.com,Male,-1.5321770856562686,Engineering,-0.6261627887125994,0.98847681695914,-1.573403499996774,-0.9131528090960711,1.4451849591917043,-1.0346651597382408,-0.7637554568321906,1.1437437569026472,A,-0.4479448496815451,No,Yes,PhD,Low,1.5794418437744422,-0.19842464084041456
S1027,Sara,Johnson,student27@university.com,Male,-1.5321770856562686,Business,-0.3579660635019973,-1.7410955716523777,0.6247722541471614,-1.2011733123822734,1.1321426114073754,1.5433260002156235,1.0945202037847155,1.6889393868117015,D,-0.7640901134448105,Yes,Yes,PhD,Medium,-1.216525307534537,0.5590790203119965
S1028,Liam,Davis,student28@university.com,Female,-0.02432665363658468,Business,-1.5152533024244572,-1.3187032501282028,1.6533723101242528,0.6522716057113771,0.27989516237338863,-0.38757207663572724,0.435803085282454,-0.2029241748090182,D,-0.8877991297000013,Yes,Yes,Bachelor's,Low,-0.8670294136209146,-1.7134319631452373
S1029,Maria,Jones,student29@university.com,Female,0.9809069677098714,Mathematics,-1.0038425606530086,0.11347979327907484,0.5615362664982594,-0.27555016823348666,1.4272574238560376,0.6678471230769287,1.261626335952132,-0.4578118132505764,A,-1.4651078722242248,No,Yes,Master's,High,-0.8670294136209146,0.14589520513795423
S1030,Ahmed,Brown,student30@university.com,Female,0.47829015703664335,CS,-1.681314836390474,-0.8992159652032314,-0.938723036805044,0.1531826420016989,1.3383092677675386,1.0035050324937407,-1.1735468431846499,0.693002401729428,F,1.4626721791486235,No,Yes,High School,Medium,1.2299459498608198,-1.6445679939495639
S1031,Ali,Johnson,student31@university.com,Male,0.47829015703664335,Mathematics,1.7890773092798615,-1.4401337799749052,-0.4833078963978152,-1.6438307779926193,1.4803505092732032,1.1938265275238915,-0.4087415992814977,-1.5426469392606958,B,0.1980911240955624,No,Yes,Bachelor's,Low,-0.8670294136209146,-0.12956067164474105
S1032,Maria,Smith,student32@university.com,Female,-0.02432665363658468,CS,0.01934631566415009,-0.5076170316306126,1.6800590572054404,1.3382441020876745,-0.952967652248592,1.1176979295118314,-1.3364926567088937,-1.6065424780525848,D,1.5451448566520836,No,Yes,PhD,Medium,1.2299459498608198,-1.4379760863625421
S1033,Sara,Williams,student33@university.com,Male,-1.0295602749830408,CS,-1.5497882232050009,-0.8062547940287225,-0.9398833301564001,-1.1923787931979617,0.7563538899482144,1.1696037917927813,-0.9807854127176723,-0.5814357904783621,D,1.2152541466382418,No,Yes,Master's,Low,-0.5175335197072921,0.21475917433362773
S1034,Emma,Davis,student34@university.com,Female,-0.02432665363658468,Business,-1.7966761675084588,0.019937614784725298,0.23491368809154659,-0.4976117776373523,0.3826337302585534,0.5882581342461382,-0.3602045484444888,0.7888457099172624,F,-1.6300532272311457,No,Yes,Master's,Low,-1.5660212014481594,-0.6116084560144575
S1035,Ahmed,Smith,student35@university.com,Female,0.9809069677098714,CS,0.7713993245766184,1.6514061688973563,-0.3255080006133997,-1.5536869563534261,0.8122050577247137,-0.32528504189858687,1.3732615528772523,-1.3405425719950461,A,-0.8877991297000013,No,Yes,PhD,Medium,0.8804500559471974,-0.06069670244906692
S1036,Maria,Davis,student36@university.com,Female,-1.5321770856562686,CS,-0.257300443354457,-1.3285803745654945,0.9548757126079424,-1.316234938377015,-0.809547369563261,0.5847977434274082,0.20282524126481202,0.4624228486978281,F,-0.6541265434401964,No,Yes,Bachelor's,Low,1.5794418437744422,1.5920385582471035
S1037,Ali,Williams,student37@university.com,Male,-0.02432665363658468,CS,1.0197568399771215,-0.46287946800288043,1.2994828379606742,0.6222236651649797,0.6777485427072156,1.1730641826115114,-0.5827815958542009,-0.8085427598799686,A,-0.06307235466539618,No,Yes,PhD,Low,-0.16803762579366976,-0.5427444868187834
